Дата	СМИ	text
2023-07-07	1000Банков (1000bankov.ru)	"Выиграйте до 30 000 миль в акции «Мили на мечту» от Газпромбанка. До 31.10.2023
Газпромбанк с 1 августа запускает акцию для любителей путешествий «Мили на мечту». В рамках акции можно получить до 30 000 миль, если пользоваться дебетовыми картами UnionPay Газпромбанка. Розыгрыш призовых миль проходит для новых держателей карт банка.Условия для пластиковых дебетовых карт с пакетом услуг «Универсальный»Оформите одну из пластиковых карт Газпромбанка, выбрав программу лояльности «Аэрофлот Бонус», в период 1 августа по 31 октября 2023 года.Совершайте покупки от 500 рублей и получите шанс выиграть 15 000 миль.Общий призовой фонд составляет 300 призов для держателей карт Юнион Пей в пакете услуг «Универсальный».Чем больше покупок вы совершите в период действия акции, тем выше будет шанс на победу.Оформить Умную дебетовую карту UnionPay ГазпромбанкаУсловия для пластиковых дебетовых карт с пакетом услуг «Премиальный»Оформите премиальную дебетовую карту Юнион Пей Газпромбанка, выбрав программу лояльности «Аэрофлот Бонус», в период с 1 августа по 31 октября 2023 года.Совершайте покупки от 5 000 рублей и выиграйте 30 000 миль.Общий призовой фонд для держателей премиальных карт состоит из 30 призов.Оформить Премиальную дебетовую карту UnionPay Diamond Газпромбанка Доступно новым клиентам, не имеющим карт Газпромбанка до начала действия акции.
Премиальная карта UnionPay Diamond

Оформить онлайн
"
2023-07-07	1000Банков (1000bankov.ru)	"Росбанк дарит 3000 рублей за покупки на маркетплейсах. До 31.08.2023
Росбанк запускает акцию «50% кешбэка за покупки на маркетплейсах» по кредитной карте #120наВСЁ Плюс. Акция стартовала 1 июля и продлится до 31 августа 2023 года. Принять участие могут новые клиенты банка.Чтобы стать участником акции, необходимо:Оформить заявку на сайте Росбанка, получить карту в отделении или курьерской доставкой. В период с 1 по 31 августа 2023 года совершить покупки по новой карте из кредитных средств на общую сумму от 6000 рублей на маркетплейсах Озон, Wildberries и Яндекс.Маркет.  Получить кешбэк 50%, то есть 3000 рублей, обратно на карту до конца сентября 2023 года.Напоминаем о преимуществах кредитной карты Мир #120наВСЕ Плюс от Росбанка:Продолжительный льготный период: честные 120 дней на покупки, снятие наличных и переводы.Кредитный лимит до 2 000 000 рублей.Бесплатное обслуживание.Снятие наличных и переводы.Повышенный кешбэк до 5% + 1% на все покупки, максимальная сумма кешбэка — 10 000 рублей в месяц.
Кредитная карта Мир #120наВСЁ Плюс

Подать заявку
"
2023-07-19	1000Банков (1000bankov.ru)	"Тинькофф Платинум с бесплатным обслуживанием навсегда. До 31.08.2023
Только до 31 августа можно получить кредитную карту Тинькофф Платинум с бесплатным обслуживанием. Банк снова радует клиентов выгодной акцией по популярной кредитке.Закажите карту Тинькофф Платинум на сайте банка с 1 по 31 августа 2023 года и получите бесплатное обслуживание навсегда. Вы будете экономить 590 рублей ежегодно.Заполните онлайн-заявку за минуту. Для решения нужен только паспорт.Узнайте решение банка сразу после заполнения заявки.Банк бесплатно доставит карту, куда и когда вам удобно. При оформлении до 20:00 доставка в тот же день, при оформлении заявки позднее доставка происходит на следующий день. Онлайн-заявка на бесплатную карту Тинькофф ПлатинумКредитная карта Тинькофф Платинум радует своими преимуществами:Кредитный лимит по карте до 1 000 000 рублей.Рассрочка до 12 месяцев на технику, одежду и другие покупки.120 дней на погашение картой других кредитов.До 55 дней льготный период  без процентов на любые покупки по карте.Процентная ставка после льготного периода от 12% годовых.С кредитки Тинькофф можно переводить деньги на карты любых банков бесплатно без комиссии до 100 000 рублей в месяц, если у вас подключена подписка Tinkoff Pro и до 50 000 рублей в месяц без подписки.Выбрать кредитную карту с бесплатным обслуживаниемАкция доступна для клиентов, у которых еще нет кредитных карт банка.
Кредитная карта Тинькофф Платинум

Подать заявку
"
2023-07-25	1000Банков (1000bankov.ru)	"Рассрочка 18 месяцев по карте Халва. До 10.09.2023
Совкомбанк проводит акцию по карте рассрочки Халва к предстоящему учебному году. Срок рассрочки по карте у партнеров увеличен до 18 месяцев.С 1 августа по 10 сентября 2023 года активируйте акцию и совершайте покупки с увеличенной рассрочкой 18 месяцев у всех партнёров Халвы. Покупайте товары для школы, вуза и не только в более чем 250 000 магазинах-партнерах карты Халва Совкомбанка.Оформить карту рассрочки ХалваЕсли у вас еще нет карты, вы можете оформить ее за несколько минут. Карту можно получить с курьером прямо домой или на работу, либо забрать в одном из 2000 отделений Совкомбанка. Для получения рассрочки 18 месяцев необходимо активировать акцию. После регистрации в акции всем новым участникам на 30 дней бесплатно предоставляется подписка «Халва.Десятка» с единым увеличенным сроком рассрочки 10 месяцев на все покупки в магазинах-партнёрах. Если базовый срок рассрочки в магазине-партнёре превышает 10 месяцев, то к покупке применяется базовый срок.По истечении 30 дней подписка автоматически ежемесячно продлевается. Ее стоимость составляет 299 рублей в месяц, а для карт «Социальная Халва» - 199 рублей в месяц. Отключить подписку можно в любой момент в мобильном приложении или через колл-центр.БлаготворительностьВ 2023 году акция по Халва приурочена к масштабной благотворительной инициативе «Собери ребёнка в школу».1% от общей суммы совершённых в период проведения акции транзакций Совкомбанк перечислит в качестве пожертвования в несколько российских благотворительных фондов:благотворительный фонд помощи детям-сиротам и детям, оставшимся без попечения родителей, «Дорога жизни»; российский фонд помощи для оказания помощи тяжелобольным детям «Русфонд»; благотворительный фонд «Банк еды «Русь» – первая фудшеринговая организация в России.Преимущества карты ХалваПодробнее о карты можно прочитать здесь. Ниже перечислены лишь основные достоинства карты Совкомбанка.Возобновляемый кредитный лимит 500 000 рублей в течение 10 летСтавка в течение льготного периода 36 месяцев 0% годовых, а при его нарушении и по окончании 0,0001% годовых.Процент на остаток собственных средств до 12% годовых Повышенный процент на остаток по счету Копилка 7% годовыхРассрочка в магазинах-партнерах до 10 месяцев. Без первоначального взноса и переплат.Рассрочка на снятие наличных 3 месяцаСнятие от 3 000 до 150 000 рублей собственных средств в месяц в любых банкоматах  без комиссииКэшбэк до 10% с подпиской «Халва.Десятка» и до 6% без нееКэшбэк 10% за каждую поездку на такси «Яндекс Go» при выполнении 5х10/5х5
Карта рассрочки Халва - «Всегда без переплат!»

Подать заявку
"
2023-07-25	1000Банков (1000bankov.ru)	"«Кешбэк за кредит» до 5000 рублей в Банке Синара. До 31.08.2023
Банк Синара объявил о старте акции по своему потребительскому кредиту. По акции «Кешбэк за кредит» все заемщики, оформившие договор до конца августа 2023 года, смогут получить до 5 000 бонусных баллов.Подать онлайн-заявку на кредит в Банке СинараДля участия в акции клиенту необходимо:Оформить кредит в Банке Синара в период на сумму от 100 000 рублей в период действия акции.Использовать весь кредитный лимит в период акции.Оформить Сервисный пакет «Управляй Легко» и Пакет услуг «Всё включено».В период проведения акции не допускать просрочек по кредиту.До 10 октября 2023 года внести первый платеж по кредиту.Количество бонусных баллов, которое будет начислено заемщику, зависит от суммы взятого кредита:5 000 бонусных баллов, если кредит свыше 1 000 000 рублей3 000 бонусных баллов, если кредит от 400 000 до 1 000 000 рублей2 000 бонусных баллов, если кредит от 200 000 до 400 000 рублей1 000 бонусных баллов, если кредит от 100 000 до 200 000 рублейПри выполнении всех условий акции бонусные баллы будут зачислены клиенту на Универсальную карту, на которую был выдан кредит, не позднее 11 октября 2023 года.Условия кредита в Банке СинараСумма кредита может составлять от 51 000 до 4 200 000 рублей. Для ИП и собственников бизнеса максимальная сумма кредита ниже - до 1 580 000 рублей. Кредит выдается на любые цели без предоставления залога. Срок кредитования от 1 до 5 лет. Льготная ставка от 5,7% до 11,1% годовых при приобретении СП «Управляй Легко». В случае отказа в дальнейшем от сервисного пакета процентная ставка устанавливается в размере 34,9% годовых. Базовая ставка без подключенного сервисного пакета от 17,4% до 25,6% годовых. Комиссии за выдачу кредита не взимаются. На досрочное погашение нет никаких ограничений. Банк обещает объявить решение о выдаче кредита всего за 5 минут.Сервисный пакет «Управляй Легко» позволяет вернуть уплаченные проценты в полном объеме, как если бы вы взяли кредит под 0% годовых. Для этого нужно вносить платежи по кредиту и оплачивать ежедневные покупки дебетовой Универсальной картой. Также с этим пакетом можно менять дату платежа каждый месяц, перенося ее на удобный день. Есть возможность пропустить очередной платеж. Стоимость подключения пакета – до 8% от суммы кредита в год.Пакет услуг «Все включено» - это комплекс банковских, медицинских и страховых продуктов. Можно выбрать один из пяти тарифов на 12 месяцев - Базовый (22 990 руб.) или Стандарт (41 990 руб.),  на 24 месяца - Комфорт (60 990 руб.), Премиум (80 990 руб.) или Максимум (125 990 руб.). Тарифы отличаются набором медицинских услуг и страховой суммой.Период действия акции с 1 по 31 августа 2023 года включительно. Общий период, включая выплату вознаграждений, по 11 октября 2023 года. Полные условия акции на сайте Банка Синара.
Потребительский кредит «Простой и удобный» на большие суммы

Подать заявку
"
2023-07-31	1000Банков (1000bankov.ru)	"Ак Барс банк новым клиентам дарит кешбэк 10% за покупки к школе по карте «Ак Барс Карта». До 30.09.2023
Ак Барс банк с 1 августа по 30 сентября 2023 года проводит акцию для новых клиентов, приуроченную к предстоящему учебному году. В рамках акции «Готовьтесь к школе вместе с Ак Барс Банком» за покупки в категориях: «Канцелярия», «Цветы» и «Одежда» будет начисляться кешбэк 10%.Принять участие в акции могут только новые клиенты Ак Барс банка, у которых ранее не была оформлена «Ак Барс Карта» или «Ак Барс Карта Premium».Для получения кешбэка клиенту необходимо:Оформить дебетовую «Ак Барс Карту» или «Ак Барс Карту Premium».Совершить покупки картой в категориях с повышенным кешбэком: «Канцелярия» (МСС-код 5943), «Цветы» (МСС-код 5992) или «Одежда» (МСС-код 5641, 5651, 5655, 5945) до 30 сентября 2023 года.Максимальная сумма кешбэка составляет 1000 бонусных рублей ежемесячно. Всего можно получить до 2000 бонусных рублей за весь период проведения акции. Кешбэк начисляется кешбэкрублями на бонусный счет участника акции по программе лояльности «Сливки».Основные преимущества «Ак Барс Карты» для новых клиентов:До 10% годовых на остаток по карте от 30 000 ₽ до 100 000 ₽.Кешбэк 1% на все покупки и до 45,5% по программе лояльности «Сливки».Повышенная ставка по вкладам.Бесплатные переводы в другие банки.Выплата до 1500 рублей за зачисление зарплаты на «Ак Барс Карту».
Дебетовая карта - Исламская карта

Оформить онлайн
"
2023-08-02	1000Банков (1000bankov.ru)	"Альфа-Банк начисляет кешбэк 20% на маркетплейсе Яндекс Маркет при оформлении Альфа-Карты. До 10.09.2023
Альфа-банк предлагает своим новым клиентам оформить бесплатную дебетовую Альфа-Карту с 10 августа по 10 сентября 2023 года и получить кешбэк 20% за покупки в интернет-магазине Яндекс Маркет.За каждую покупку новой картой на маркетплейсе Яндекс Маркет начисляется кэшбэк 20%. Максимальная сумма кэшбэка составляет 2000 рублей.Если у клиента уже ранее была оформлена Альфа-Карта, то ему будет начислен кешбэк 10% за покупки на Яндекс Маркете.Альфа-Карту можно заказать онлайн или в отделении банка. Альфа-банк предлагает воспользоваться преимуществами дебетовой Альфа-Карты:Бесплатное обслуживание навсегда и переводы без комиссии.Кэшбэк 5% в четырех категориях на выбор или в трех категориях и 1% на все остальные покупки, а также кешбэк до 100% в барабане суперкэшбэка.Бесплатное снятие наличных до 50 000 рублей в любых банкоматах и без ограничений в банкоматах Альфа-Банка.
Альфа-Карта с преимуществами

Оформить онлайн
"
2023-08-03	1000Банков (1000bankov.ru)	"Хоум банк начисляет 5% кешбэк за покупки товаров для школы по кредитной карте «120 дней без %». До 01.09.2023
С 31 июля по 15 сентября 2023 года Хоум банк проводит акцию «И снова в школу», посвященную началу учебного года и дарит кешбэк 5% по кредитной карте «120 дней без %» за покупки цветов, канцтоваров, одежды и обуви, а также спортивных товаров.Для получения повышенного кешбэка клиенту необходимо:Оформить кредитную карту Хоум банка «120 дней без %» до 1 сентября 2023 года.Совершить покупки от 10 000 рублей в первые 30 дней после оформления карты. Покупки могут быть сделаны в любых категориях.Совершить покупки в категориях с кешбэком 5%: «Цветы», «Книги и канцтовары», «Детские товары и одежда», «Одежда и обувь», «Спорт-товары и спортивная одежда» до 15 сентября 2023 года. Максимальная сумма кэшбэка по акции составляет 1 000 рублей. Кэшбэк будет начислен в виде баллов Польза в срок до 16.10.2023. Полученные баллы можно конвертировать в рубли по курсу 1 балл = 1 рубль.Хоум банк отмечает достоинства кредитной карты «120 дней без %»:Бесплатное оформление и ежегодное обслуживаниеБеспроцентный период до 4 месяцев, в том числе на снятие наличных денежных средств в первый месяц пользования картой.Кешбэк до 15% за покупки в категориях на выбор и до 30% за покупки у партнеров банка.Минимальный ежемесячный платеж составляет 3% от задолженности, минимум 500 рублей.
Кредитная карта 120 дней без % с программой Польза

Подать заявку
"
2023-08-09	1000Банков (1000bankov.ru)	"10% кешбэк на всё по карте ВТБ - акция до 31 октября 2023
Банк ВТБ дарит своим клиентам повышенный кешбэк 10% на все покупки по дебетовой карте. Необходимо успеть оформить карту до 31 октября 2023 года и оплачивать ей ежедневные покупки.Чтобы получить кешбэк 10%, нужно:Подать онлайн-заявку на карту до 31.10.2023. Это займет не более 1 минуты.Дождаться бесплатной доставки карты или забрать ее самостоятельно в отделении банка.Совершать покупки, оплачивая их новой картой в течение месяца с момента получения и получать кешбэк 10% за все покупки.Кешбэк зачисляется на карту мультибонусами программы лояльности ВТБ. Максимальный размер вознаграждения составляет 2 000 мультибонусов в месяц. Их можно обменять на рубли или оплатить ими товары или услуги. 1 бонус равен 1 рублю.В акции могут принять участие граждане России с 14 лет, у которых на 1 августа 2023 года не было активных дебетовых карт ВТБ.Присоединившись к программе «Мультибонус», можно получать и более высокий кешбэк за покупки у партнеров. Самые выгодные предложения партнеров на сегодняшний день:50% кешбэк в Premier20% кешбэк в Юрент15% кешбэк за покупки в гипермаркете Ашан10% кешбэк за туры и билеты Level.Travel7,2% кешбэк за покупки парфюмерии и косметики в Л’Этуаль3,8% кешбэк за любые покупки на маркетплейсе Яндекс.МаркетКроме кешбэка держатели дебетовой карты для жизни от ВТБ смогут получать доход на остаток 12% годовых в первые 3 месяца и далее 5% годовых по накопительному счёту «Сейф». Для этого нужно все свободные средства с карты перевести на накопительный счет. Сделать это можно за пару минут в мобильном приложении ВТБ или в личном кабинете интернет-банка ВТБ Онлайн.Среди других преимуществ дебетовой карты ВТБ можно выделить бесплатное обслуживание без условий, бесплатное пополнение с карт других банков, снятие наличных без комиссии в 16000 банкоматах ВТБ и банков-партнёров, переводы без комиссии до 100 000 рублей в месяц по номеру телефона.
Карта для жизни ВТБ Мир

Оформить онлайн
"
2023-08-14	1000Банков (1000bankov.ru)	"Кешбэк до 7% - сезонное предложение «Щедрая осень» Фора-Банка. До 30.11.2023
в Фора-Банке новое сезонное предложение «Щедрая осень» по повышенному кешбэку до 7% за покупки по дебетовой карте. Высокая ставка кешбэка действует на популярные категории товаров с 1 сентября по 30 ноября 2023 года.Если у вас еще нет карты с кешбэком Фора-Банка, закажите её, заполнив онлайн-заявку на сайте Фора-Банка. Карта доставляется бесплатно. Заявка на Дебетовую карту «Всё включено» МИР GoldКатегории покупок, в которых выплачивается осенний кешбэк:обувьдетская одеждашкольные и канцелярские товарытовары в книжных магазинахуслуги в автосервисахбилеты в кинотеатры, театры, музеиколготки, белье, бижутерия в профильных магазинахтовары из кондитерских и булочныхРазмер кешбэка:7% по Картам «ВСЕ ВКЛЮЧЕНО» Visa Platinum и «Пакет Премиальный» Visa Platinum;5% по Картам группы «ВСЕ ВКЛЮЧЕНО» Visа Gold/МИР; «МИР Пенсионная»; «Фора-Зарплатный. Посольство»;3% по Картам «МИГ».Максимальная сумма кешбэка в рамках категорий из Сезонного предложения – 2 000 рублей в месяц. При наличия у клиента более одной карты Форы-Банка общая сумма кешбэка составляет также до 2 000 рублей в месяц.MCC (Merchant Category Code) – код вида торговой точки, определяемый в соответствии с главным направление деятельности продавца. Банк определяет операции, по которым будет начислен кешбэе, по МСС-коду. Крупные торговые точки могут иметь несколько МСС-кодов.МСС товаров раздела Школа:5641 - детская одежда5942 - книжные магазины5111 – канцелярияМСС товаров раздела Шоппинг, досуг, плюшки:5661 - обувные магазины7832 - кинотеатры7922 - театры, музеи5631 - колготки, белье, бижутерия5441 - кондитерскиеМСС товаров раздела Авто:7538 – автосервисы
Дебетовая карта «Всё включено» МИР Gold

Оформить онлайн
"
2023-08-15	1000Банков (1000bankov.ru)	"Кешбэк 15% на Яндекс Драйв с дебетовой картой МИР Газпромбанка. До 29.02.2024
На дебетовые карты Газпромбанка можно получать кешбэк 15% с поездок на каршеринг Яндекс Драйв. Акция продлится до 29 февраля 2024 года. Принять участие могут все.Как действует акция:Оформите дебетовую карту МИР Газпромбанка в пакете услуг «Универсальный» или «Газпромбанк. Премиум» до 29 февраля 2024 года.Оплачивайте услуги каршеринга Яндекс Драйв картой Газпромбанка в период акции.Получайте кешбэк 15% рублями на карту. Подать заявку на дебетовую карту МИР ГазпромбанкаКешбэк начисляется до 15 числа каждого следующего месяца после совершения оплат в Яндекс Драйв. Максимум за месяц можно получить 500 рублей кешбэка, а завесь период акции - 1 000 рублей.В акции могут принимать участие и клиенты Гапромбанка, у которых уже есть дебетовые карты МИР.Оформить премиальную карту МИР ГазпромбанкаС дебетовой картой Газпромбанка можно получать кешбэк в удобной держателю категории товаров и услуг. Для этого нужно выбрать подходящую программу лояльности:«Умный кешбэк»: 5% баллами на одежду, обувь, АЗС, такси, общественный транспорт, аптеки и 1% на остальные покупки.«Понятный кешбэк»: 2% баллами за все покупки.«Газпромбанк – Travel»: до 4% милями за ежедневные покупки по карте и до 10% милями за покупки на gpbtravel.ru.«Аэрофлот Бонус»: 2,5 мили за каждые 100 рублей покупок.Реклама. Банк ГПБ (АО). Генеральная лицензия ЦБ №354. Партнер — ООО «Яндекс.Драйв», ИНН 7704448440, ОГРН 5177746277385. 
Дебетовая карта МИР

Оформить онлайн
"
2023-08-15	1000Банков (1000bankov.ru)	"Розыгрыш 30 000 бонусов с картой Тинькофф ALL Games - акция до 30.11.2023
Тинькофф Банк проводит розыгрыш 30 000 бонусов среди новых держателей дебетовых и кредитных карт All Games. Акция продлится до 30 ноября 2023 года.Условия акции очень простые. Достаточно оформить одну из карт Tinkoff All Games (Тинькофф Олл Геймз) до 30 ноября 2023 года. Все новые держатели карт становятся участниками розыгрыша 30 000 бонусов. Единственное условие - у клиента не должно было быть в течение года до дня старта акции кредитных и дебетовых карт Тинькофф Банка.Дебетовая карта для геймеров Tinkoff All GamesВ рамках акции будет проведено 3 розыгрыша, в каждом из которых будет определен 1 победитель. Каждый победитель получит на свою карту Бонус в размере 30 000 бонусных баллов программы лояльности All Games. Розыгрыши состоятся не позднее 10 октября для оформивших карту в сентябре, не позднее 10 ноября для оформивших карту в октябре и не позднее 10 декабря для оформивших карту в ноябре. Призовые бонусы будут зачислены на карты победителей в течение 5 рабочих дней со дня розыгрыша. Выиграть можно только 1 раз.Кредитная карта для геймеров Tinkoff All GamesКарты для геймеров приносят держателям бонусы за все покупки. Бонусы для дебетовой и кредитной карт отличаются.Бонусы по дебетовой карте:3% у издателей игр и в игровых магазинах League of Legends, Яндекс Игры, 1С Интерес, Dota 2, Lesta Games.1,5% за электронику и технику: оборудование, софт, видеоигры, покупки в магазинах электроники.1,5% за транспорт: такси и каршеринг.1,5% в кафе и ресторанах, в барах и ночных клубах или при заказе еды с доставкой.1% за остальные покупки от 100 рублей.До 30% кэшбэк за покупки по спецпредложениям партнеров банка.Бонусы по кредитной карте:5% у издателей игр и в игровых магазинах League of Legends, Яндекс Игры, 1С Интерес, Dota 2, Lesta Games.2% за электронику и технику.2% за развлечения: кино, концерты, боулинг и многое другое.2% в кафе и барах, в ночных клубах и при заказе еды с доставкой.2% за транспорт.1% за остальные покупки от 100 рублей.Peклaмa. АО Тинькофф Банк лицензия №2673.
Кредитная карта ALL Games с игровым никнеймом

Подать заявку
"
2023-08-23	1000Банков (1000bankov.ru)	"Райффайзен банк начисляет кешбэк 5% на все покупки по всем картам. До 27.08.2023
Райффайзенбанк в последние летние выходные с 25 августа по 27 августа 2023 года дарит всем клиентам кешбэк 5% на все покупки. Для оплаты можно использовать как дебетовую, так и кредитную карту Райффайзен банка.Для получения повышенного кешбэка необходимо оплачивать покупки кешбэк-картой Райффайзенбанка. Оплату можно совершать следующими картами:Дебетовые: дебетовая Кэшбэк-карта, Простая карта, дебетовая карта «Лента», дебетовая карта #всёсразу, премиальная дебетовая карта Mir Supreme, премиальная дебетовая карта Plus Premium, дебетовая карта Plus Gold, дебетовая карта Plus Gold Inddesign, дебетовая карта Plus Gold Insurance, дебетовая карта Payroll Plus, премиальная дебетовая карта Signature.Кредитные: кредитная карта «Кэшбэк на всё», премиальная кредитная карта «Кэшбэк на всё» Mir Supreme, премиальная кредитная карта Signature.Кэшбэк 5% будет начислен клиенту рублями на карту c 5 сентября по 10 сентября 2023 года. Ограничений по максимальной сумме кешбэка нет."
2023-08-29	1000Банков (1000bankov.ru)	"Розыгрыш складных смартфонов Galaxy Z с Tinkoff Premium - акция до 6.10.2023
Тинькофф Банк разыгрывает флагманские складные смартфоны Galaxy Z среди своих премиальных клиентов. Шанс выиграть современный статусный гаджет есть у всех новых и действующих держателей карт Tinkoff Premium.Как принять участие в розыгрыше:Оформите карту Тинькофф и получите ее с курьером бесплатно.Подключите премиум-сервис на акционной странице до 6 октября 2023 года.Потратьте с карты от 5000 рублей в период действия акции.Получите шанс выиграть Samsung Galaxy Z Flip5 и Z Fold5.Если у вас уже есть Tinkoff Premium, приглашайте друзей стать премиум клиентом Тинькофф и так вы тоже станете участником розыгрыша.Отправьте друзьям ссылку на подключение Tinkoff Premium в приложении Тинькофф → «Кэшбэк и бонусы» → «Приглашайте друзей».Друг должен потратить с премиальной карты 5000 рублей до 6 октября.Примите участие в розыгрыше оба, при выполнении условий.Чем больше друзей, которых вы пригласили, выполнят условия розыгрыша, тем у вас будет больше шансов выиграть смартфон.Призы акцииК 13 октября будет разыграно всего 15 новых складных смартфонов Samsung Galaxy:11 смартфонов Galaxy Z Flip5Компактный. Стильный. Как ни крутиСнимайте шедевры. Под любым угломЭкран в вашем уникальном стилеВпечатляющая прочность и защита от воды4 смартфона Galaxy Z Fold5Кинотеатр в вашем карманеОдновременная работа в трех приложенияхГейминг на новом уровнеВпечатляющая прочность и защита от водыИмена призеров будут опубликованы на странице с акцией. Победители будут извещены с помощью СМС или пуш-уведомления. Победителям, находящимся в России, призы будут бесплатно доставлены курьерами Тинькофф Банка в удобное место и время.Дебетовая карта Тинькофф ПремиумКакие преимущества дает Премиум сервис ТинькоффКэшбэк с покупок до 60 000 руб. в месяц: до 30 000 руб. от банка и до 30 000 руб. от партнеров по спецпредложениям.Инвестиции Премиум: внебиржевые инструменты, комиссия от 0,025% за сделку, круглосуточные инвестконсультации.Повышенная доходность по вкладам: до 12,24% годовых по краткосрочным вкладам , 7% годовых по накопительному счету, 5% на остаток до 300 000 руб. на карте.Карта действует за границей: в Абхазии, Армении, Беларуси, Вьетнаме, Казахстане, на Кубе, в Кыргызстане, Таджикистане и Южной Осетии.Снятие наличных без комиссии в России на любую сумму в рублях в банкоматах Тинькофф и до 500 000 руб. в месяц у партнеров.Безопасная бесплатная доставка наличных по Москве, Московской области, Санкт-Петербургу.Доступ в бизнес-залы в России и за границей от 2 проходов в месяц.Бесплатный перевод внутри Тинькофф на любую сумму, в другие банки до 100 000 руб.Выделенная линия поддержки.Больше кэшбэка за билеты на спортивные матчи и концерты, в кино и театры.Консьерж-служба: помощь с авторемонтом, бронь услуг, поиск подарков и редких товаров, подбор персонала.Как получить бесплатное премиальное обслуживаниеПремиум сервис будет предоставлен Тинькофф Банком бесплатно при одном из условий:Сумма покупок от 200 000 рублей в месяц и баланс на счетах от 1 000 000 рублей.Общий остаток на счетах от 3 000 000 рублей.На карту Тинькофф приходит зарплата от 400 000 рублей в месяц.При невыполнении ни одного из условий стоимость обслуживания карты будет 1990 рублей в месяц.Peклaмa. АО Тинькофф Банк лицензия №2673.
Премиальная дебетовая карта Тинькофф Премиум

Оформить онлайн
"
